TIME,RPM,TPS,Ponto_de_ignição,MAP,Posição_do_acelerador,Sonda_Geral,Alvo_do_malha_fechada,Sonda_Malha_Fechada,Correção_do_malha_fechada,2-step,Largada_validada,Marcha,Vazão_da_bancada_A,Fluxo_total_de_combustível,Ângulo_da_Fase_de_Injeção,Pressão_diferencial_de_combustível,Abertura_bicos_A,Tempo_de_Injeção_Banco_A,Temp._do_motor,Temp._do_Ar,Tensão_da_Bateria,Dwell_de_ignição,Eletroventilador_1_-_Enriquecimento,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Partida_do_motor,Lenta,Primeiro_pulso_de_partida,Corte_-_Limitador_de_Rotação,Sinal_de_sincronia_do_motor,Corte_na_desaceleração_(cutoff),Injeção_rápida_e_de_decaimento,Consumo_total,Consumo_medio,Consumo_instantâneo,Potência_estimada,Torque_estimado,Distância_total,Autonomia,Ajuste_ativo,Eletroventilador_1,Bomba_Combustível,Velocidade_de_tração,Velocidade_de_referência,Controle_de_tração_-_Slip,Controle_de_tração_-_Slip_rate,Delta_TPS,2-step_-_Botão,Injeção_rápida,Injeção_de_decaimento,Cutoff_de_injeção,Blip/Punta_taco,Controle_de_lenta,Injeção_pós_partida
2.410,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.90,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.450,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.674,0.00,OFF,OFF,0,0.0,0.0,0.00,1.98,0.00,0.000,76.8,34.7,12.96,2.80,0.0,0.00,1.90,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.490,0,0.0,0.00,-0.08,0.0,0.676,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.98,0.00,0.000,76.8,34.7,12.96,2.80,0.0,0.00,1.90,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.530,0,0.0,0.00,-0.08,0.0,0.674,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.98,0.00,0.000,76.8,34.7,12.96,2.80,0.0,0.00,1.90,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.570,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.90,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.610,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.96,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.650,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.90,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.690,0,0.0,0.00,-0.08,0.0,0.676,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.90,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.730,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.90,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.770,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.810,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.850,0,0.0,0.00,-0.08,0.0,0.674,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.890,0,0.0,0.00,-0.08,0.0,0.676,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.930,0,0.0,0.00,-0.08,0.0,0.674,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.7,12.95,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.970,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.8,12.95,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.010,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.8,12.95,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.050,0,0.0,0.00,-0.08,0.0,0.675,0.000,0.674,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.8,12.95,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.090,0,0.0,0.07,-0.08,0.0,0.677,0.000,0.675,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.8,34.8,12.94,2.80,0.0,0.00,1.89,0.0,OFF,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,OFF,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.130,0,0.0,9.83,-0.08,0.0,0.663,0.000,0.674,0.00,OFF,OFF,0,0.0,0.0,0.00,2.04,0.00,0.000,76.7,34.7,10.61,3.15,0.0,0.03,1.97,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-1.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.170,0,0.0,0.30,-0.08,0.0,0.654,0.000,0.654,0.00,OFF,OFF,0,0.0,0.0,0.00,1.97,0.00,0.000,76.6,34.7,7.92,8.89,0.0,0.02,1.90,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.210,0,0.0,0.00,-0.08,0.0,0.660,0.000,0.660,0.00,OFF,OFF,0,0.0,0.0,0.00,2.36,0.00,0.000,76.4,34.6,8.94,8.13,0.0,0.04,2.29,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.250,0,0.0,0.00,-0.08,0.0,0.662,0.000,0.662,0.00,OFF,OFF,0,0.0,0.0,0.00,2.93,0.00,0.000,76.2,34.5,9.50,6.88,0.0,0.06,2.85,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.290,0,0.0,0.00,-0.08,0.0,0.663,0.000,0.662,0.00,OFF,OFF,0,0.0,0.0,0.00,2.94,0.00,0.000,76.2,34.5,9.47,6.63,0.0,0.05,2.87,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.330,0,0.0,0.00,-0.08,0.0,0.660,0.000,0.660,0.00,OFF,OFF,0,0.0,0.0,0.00,2.94,0.00,0.000,76.1,34.5,9.03,7.18,0.0,0.04,2.86,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.370,0,0.0,0.00,-0.08,0.0,0.665,0.000,0.664,0.00,OFF,OFF,0,0.0,0.0,0.00,2.96,0.00,0.000,76.1,34.5,9.85,6.73,0.0,0.07,2.88,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.410,0,0.0,0.00,-0.08,0.0,0.666,0.000,0.667,0.00,OFF,OFF,0,0.0,0.0,0.00,2.97,0.00,0.000,76.1,34.5,9.87,5.87,0.0,0.06,2.89,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.450,0,0.0,0.00,-0.08,0.0,0.664,0.000,0.663,0.00,OFF,OFF,0,0.0,0.0,0.00,2.96,0.00,0.000,76.1,34.5,9.67,6.59,0.0,0.05,2.89,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.490,0,0.0,0.00,-0.08,0.0,0.667,0.000,0.666,0.00,OFF,OFF,0,0.0,0.0,0.00,2.99,0.00,0.000,76.1,34.4,10.17,5.76,0.0,0.08,2.91,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.530,7,0.0,0.30,-0.08,0.0,0.663,0.000,0.664,0.00,OFF,OFF,0,0.0,0.0,0.00,2.98,0.00,0.035,76.1,34.5,9.68,6.08,0.0,0.06,2.90,0.0,ON,OFF,OFF,0,OFF,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.570,235,0.0,10.13,-0.08,0.0,0.667,0.000,0.666,0.00,OFF,OFF,0,0.0,0.0,0.00,2.98,0.00,1.166,76.1,34.5,10.18,5.69,0.0,0.08,2.91,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.610,320,0.0,10.20,-0.08,0.0,0.665,0.000,0.667,0.00,OFF,OFF,0,0.0,0.0,0.00,2.98,0.00,1.205,76.0,34.5,9.81,6.11,0.0,0.06,2.90,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.650,321,0.0,10.20,-0.08,0.0,0.666,0.000,0.664,0.00,OFF,OFF,0,0.0,0.0,0.00,2.98,0.00,1.193,76.1,34.5,10.07,5.88,0.0,0.08,2.90,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.690,321,0.0,10.20,-0.08,0.0,0.665,0.000,0.667,0.00,OFF,OFF,0,0.0,0.0,0.00,2.99,0.00,1.189,76.0,34.5,9.96,5.86,0.0,0.08,2.91,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.730,321,0.0,10.20,-0.08,0.0,0.665,0.000,0.665,0.00,OFF,OFF,0,0.0,0.0,0.00,2.98,0.00,1.211,76.1,34.5,9.90,6.24,0.0,0.07,2.90,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.770,375,0.0,10.20,-0.08,0.0,0.666,0.000,0.667,0.00,OFF,OFF,0,0.0,0.0,0.00,2.99,0.00,1.163,76.0,34.5,10.25,5.50,0.0,0.12,2.91,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.810,377,0.0,10.20,-0.08,0.0,0.669,0.000,0.667,0.00,OFF,OFF,0,0.0,0.0,0.01,3.01,0.00,1.152,76.0,34.4,10.43,5.30,0.0,0.12,2.93,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.850,404,0.0,10.21,-0.08,0.0,0.668,0.000,0.668,0.00,OFF,OFF,0,0.0,0.0,2.82,3.02,0.01,1.158,76.0,34.4,10.56,5.14,0.0,0.11,2.94,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,0,0,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.890,600,0.0,13.54,-0.08,0.0,0.669,0.000,0.669,0.00,OFF,OFF,0,1.8,1.8,388.33,3.01,1.94,3.944,76.0,34.4,10.89,4.53,0.0,0.18,2.94,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,4,44,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.930,600,0.0,14.00,-0.08,0.0,0.669,0.000,0.669,0.00,OFF,OFF,0,1.9,1.9,399.96,3.04,2.00,4.019,76.0,34.4,11.04,4.35,0.0,0.20,2.96,0.0,ON,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,4,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.2,OFF,OFF,OFF,OFF,OFF,ON,ON
3.970,600,0.0,14.00,-0.08,0.0,0.666,0.000,0.668,0.00,OFF,OFF,0,1.9,1.9,400.00,3.03,2.00,4.033,75.9,34.4,10.71,4.60,0.0,0.20,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,4,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.010,600,0.0,14.00,-0.08,0.0,0.669,0.000,0.667,0.00,OFF,OFF,0,1.9,1.9,400.00,3.03,2.00,4.042,75.9,34.4,10.78,4.67,0.0,0.22,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,4,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.050,600,0.0,14.00,-0.08,0.0,0.666,0.000,0.667,0.00,OFF,OFF,0,1.9,1.9,400.00,3.02,2.00,4.069,75.9,34.4,10.53,5.10,0.0,0.18,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,4,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.090,599,0.0,14.00,-0.08,0.0,0.665,0.000,0.665,0.00,OFF,OFF,0,1.9,1.9,400.00,3.02,2.00,4.069,76.0,34.4,10.46,5.10,0.0,0.19,2.94,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,4,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.130,421,0.0,14.00,-0.08,0.0,0.665,0.000,0.665,0.00,OFF,OFF,0,1.4,1.4,400.00,3.01,1.48,4.099,76.0,34.4,10.26,5.53,0.0,0.16,2.93,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.170,416,0.0,14.00,-0.08,0.0,0.664,0.000,0.665,0.00,OFF,OFF,0,1.3,1.3,400.00,3.01,1.40,4.080,76.0,34.4,10.30,5.35,0.0,0.18,2.93,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.210,416,0.0,14.00,-0.08,0.0,0.665,0.000,0.662,0.00,OFF,OFF,0,1.3,1.3,400.00,3.00,1.40,4.120,76.0,34.5,9.97,5.95,0.0,0.17,2.92,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.250,416,0.0,14.00,-0.08,0.0,0.665,0.000,0.665,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,4.091,76.0,34.5,10.25,5.50,0.0,0.18,2.92,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.290,409,0.0,13.89,-0.08,0.0,0.663,0.000,0.662,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,4.043,76.0,34.5,9.93,6.03,0.0,0.17,2.92,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.330,355,0.0,10.23,-0.08,0.0,0.666,0.000,0.666,0.00,OFF,OFF,0,1.3,1.3,400.00,3.00,1.40,1.183,76.0,34.5,10.27,5.48,0.0,0.18,2.92,0.0,ON,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
4.370,355,0.0,10.20,-0.08,0.0,0.662,0.000,0.662,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,1.216,76.0,34.5,9.76,6.26,0.0,0.17,2.91,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
4.410,355,0.0,10.20,-0.08,0.0,0.666,0.000,0.664,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,1.180,76.0,34.5,10.21,5.58,0.0,0.21,2.91,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
4.450,360,0.0,10.20,-0.08,0.0,0.664,0.000,0.666,0.00,OFF,OFF,0,1.3,1.3,400.00,3.00,1.40,1.187,76.0,34.5,10.13,5.80,0.0,0.19,2.92,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
4.490,396,0.0,10.20,-0.08,0.0,0.666,0.000,0.666,0.00,OFF,OFF,0,1.3,1.3,400.00,3.01,1.40,1.139,76.0,34.5,10.55,5.18,0.0,0.27,2.93,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
4.530,396,0.0,10.20,-0.08,0.0,0.668,0.000,0.669,0.00,OFF,OFF,0,1.3,1.3,400.00,3.03,1.40,1.112,76.0,34.4,10.81,4.65,0.0,0.26,2.95,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
4.570,409,0.0,10.23,-0.08,0.0,0.666,0.000,0.666,0.00,OFF,OFF,0,1.3,1.3,400.00,3.03,1.41,1.221,76.0,34.4,10.55,5.09,0.0,0.24,2.96,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
4.610,500,0.0,13.89,-0.08,0.0,0.665,0.000,0.666,0.00,OFF,OFF,0,1.6,1.6,400.00,3.02,1.70,4.039,76.0,34.4,10.46,4.97,0.0,0.23,2.94,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,46,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.650,500,0.0,14.00,-0.08,0.0,0.664,0.000,0.664,0.00,OFF,OFF,0,1.6,1.6,400.00,3.02,1.70,4.097,76.0,34.4,10.34,5.57,0.0,0.22,2.94,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,46,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.690,500,0.0,14.00,-0.08,0.0,0.666,0.000,0.665,0.00,OFF,OFF,0,1.6,1.6,400.00,3.02,1.70,4.059,76.0,34.4,10.63,5.05,0.0,0.26,2.94,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,46,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.730,461,0.0,14.00,-0.08,0.0,0.667,0.000,0.668,0.00,OFF,OFF,0,1.6,1.6,400.00,3.02,1.69,4.043,76.0,34.4,10.64,4.87,0.0,0.23,2.94,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,46,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.770,460,0.0,14.00,-0.08,0.0,0.663,0.000,0.663,0.00,OFF,OFF,0,1.4,1.4,400.00,3.02,1.60,4.098,76.0,34.4,10.24,5.56,0.0,0.21,2.94,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.810,460,0.0,14.00,-0.08,0.0,0.665,0.000,0.664,0.00,OFF,OFF,0,1.4,1.4,400.00,3.00,1.60,4.081,76.0,34.4,10.35,5.28,0.0,0.22,2.93,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.850,460,0.0,14.00,-0.08,0.0,0.665,0.000,0.665,0.00,OFF,OFF,0,1.4,1.4,400.00,3.02,1.60,4.082,76.0,34.5,10.38,5.38,0.0,0.20,2.94,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.890,410,0.0,14.00,-0.08,0.0,0.663,0.000,0.664,0.00,OFF,OFF,0,1.3,1.3,400.00,3.01,1.42,4.089,76.0,34.5,10.18,5.46,0.0,0.20,2.93,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.930,408,0.0,14.00,-0.08,0.0,0.664,0.000,0.664,0.00,OFF,OFF,0,1.3,1.3,400.00,3.01,1.40,4.116,76.0,34.5,10.19,5.79,0.0,0.18,2.93,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
